# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
51,0.000000,-0.000000,0.000000,10.057436,10.307727,9.813283,0.998086,942,943
52,-0.000000,0.000000,-0.000000,10.047909,10.311614,9.778709,0.998159,979,980
53,0.000000,0.000000,-0.000000,9.916611,10.171966,9.659940,0.998141,965,966
54,0.000000,0.000000,0.000000,10.010664,10.281846,9.739347,0.998259,1034,1035
55,0.007039,-0.001155,-0.003656,10.205187,10.465929,9.946248,1.000991,1027,1028
56,0.010064,0.008955,-0.006518,10.029852,10.299651,9.764950,1.002261,964,965
57,-0.008264,-0.009147,0.004381,10.344343,10.618444,10.070234,1.010359,1019,1020
58,-0.000000,-0.000000,-0.000000,9.991553,10.247577,9.732259,0.998190,994,995
59,-0.001733,0.004661,-0.002712,9.939451,10.215546,9.667748,0.996747,1002,1003
60,0.003162,0.002361,-0.009447,10.170009,10.436016,9.899982,1.004035,975,976
61,0.005557,0.009096,0.004371,10.079375,10.356158,9.807475,0.999387,1037,1038
62,0.000000,0.000000,0.000000,9.938280,10.204457,9.665230,0.998157,974,975
63,-0.000414,0.002087,-0.005331,9.985809,10.241853,9.728717,0.995767,978,979
64,-0.000214,0.003339,-0.004598,9.999257,10.271002,9.731473,1.000085,997,998
65,-0.003223,0.003322,0.003295,10.142728,10.449740,9.831295,0.996711,1002,1003
66,-0.000000,-0.000000,0.000000,10.087512,10.348425,9.826318,0.998264,1040,1041
67,-0.000000,0.000000,-0.000000,9.951480,10.240362,9.656765,0.998216,1007,1008
68,-0.000000,-0.000000,0.000000,9.970274,10.222328,9.717631,0.998243,1023,1024
69,-0.006678,0.011006,0.002563,10.256014,10.511358,9.995019,1.005995,1017,1018
70,0.000000,-0.000000,0.000000,10.001029,10.318867,9.675197,0.998209,1005,1006
